query,item_id,item_url,title,authors,certificate_or_type,journal_name,journal_url,issue,issue_url
geoai,74069173,https://elibrary.ru/item.asp?id=74069173,GEOAI FOR SCIENCE AND THE SCIENCE OF GEOAI,"Li W., Arundel S., Gao S., Goodchild M., Hu Y., Wang Sh., Zipf A.",1 Journal of Spatial Information Science . 2024. № 29 . С. 1-17.,Journal of Spatial Information Science,https://elibrary.ru/contents.asp?id=74069172,№ 29,https://elibrary.ru/contents.asp?id=74069172&selid=74069173
geoai,82078092,https://elibrary.ru/item.asp?id=82078092,HUMAN-CENTERED GEOAI FOUNDATION MODELS: WHERE GEOAI MEETS HUMAN DYNAMICS,"Ye X., Du J., Li X., Shaw Sh.L., Fu Ya., Dong X., Zhang Zh., Wu L.",2 Urban Informatics . 2025. Т. 4. № 1 . С. 2.,Urban Informatics,https://elibrary.ru/contents.asp?id=80871801,№ 1,https://elibrary.ru/contents.asp?id=80871801&selid=82078092
geoai,87410221,https://elibrary.ru/item.asp?id=87410221,GEOAI EDITORIAL VOLUME 5: GEOAI FRONTIER FORUM,,3 Geodata and AI . 2025. Т. 5. С. 100041.,Geodata and AI,https://elibrary.ru/contents.asp?id=86646508,,
geoai,87583663,https://elibrary.ru/item.asp?id=87583663,GEOAI DATASET FOR BUILDING CHANGE DETECTION FROM CAS500-1,"Jin D., Park Ji.S., Jang Yu., Lee S., Chi Ju.",4 Geo Data . 2025. Т. 7. № 3 . С. 216-229.,Geo Data,https://elibrary.ru/contents.asp?id=86204300,№ 3,https://elibrary.ru/contents.asp?id=86204300&selid=87583663
geoai,87585936,https://elibrary.ru/item.asp?id=87585936,GEOSPATIAL ARTIFICIAL INTELLIGENCE (GEOAI) IS WIDENING THE DIGITAL DIVIDE,Huang X.,5 Annals of the American Association of Geographers . 2025. Т. 115. № 9 . С. 2017-2029.,Annals of the American Association of Geographers,https://elibrary.ru/contents.asp?id=86212269,№ 9,https://elibrary.ru/contents.asp?id=86212269&selid=87585936
geoai,87628514,https://elibrary.ru/item.asp?id=87628514,"MAPPING URBAN SEGREGATION WITH GEOAI: STREET VIEW PERCEPTIONS AND SOCIO-SPATIAL INEQUALITY IN THESSALONIKI, GREECE","Vartholomaios A., Lagarias A.",6 Land . 2025. Т. 14. № 10 . С. 2083.,Land,https://elibrary.ru/contents.asp?id=83152444,№ 10,https://elibrary.ru/contents.asp?id=83152444&selid=87628514
geoai,87646181,https://elibrary.ru/item.asp?id=87646181,GEOAI BENCHMARK PROBLEMS BM/AIRPORTSOILPROPERTIES/2/2025,"Otake Yu., Ching J., Saito T., Asano K.",7 Geodata and AI . 2025. Т. 2. С. 100012.,Geodata and AI,https://elibrary.ru/contents.asp?id=86358957,,
geoai,87653502,https://elibrary.ru/item.asp?id=87653502,UNCOVERING SPATIOTEMPORAL URBAN FLOOD DYNAMICS: AN EXPLAINABLE GEOAI APPROACH TO LAND COVER CHANGE OVER TWO DECADES,"Tella A., Zahidi I., Fai Ch.M., Pham Q.B.",8 Earth Systems and Environment . 2025.,Earth Systems and Environment,https://elibrary.ru/contents.asp?id=54871013,,
geoai,87796621,https://elibrary.ru/item.asp?id=87796621,FLOOD RISK ANALYSIS WITH EXPLAINABLE GEOSPATIAL ARTIFICIAL INTELLIGENCE (GEOAI) TECHNIQUES,"Derman M.T., Mete M.O.",9 Systems . 2025. Т. 13. № 11 . С. 1007.,Systems,https://elibrary.ru/contents.asp?id=86463731,№ 11,https://elibrary.ru/contents.asp?id=86463731&selid=87796621
geoai,87405420,https://elibrary.ru/item.asp?id=87405420,A STUDY ON GEOAI TECHNOLOGY AND POLICY ADVANCEMENT STRATEGIES FOR INTELLIGENT NATIONAL LAND MANAGEMENT,Choi K.,10 Journal of the Korean Society of Surveying Geodesy Photogrammetry and Cartography . 2025. Т. 43. № 4 . С. 421-435.,Journal of the Korean Society of Surveying Geodesy Photogrammetry and Cartography,https://elibrary.ru/contents.asp?id=86915004,№ 4,https://elibrary.ru/contents.asp?id=86915004&selid=87405420
geoai,87941138,https://elibrary.ru/item.asp?id=87941138,GEOAI-BASED 3D SPATIAL DISTRIBUTION MODELING OF PAHS IN INDUSTRIAL CONTAMINATED SOILS,"Zhang R., Hu M., Ye G., Xu Ch., Wang J.",11 Environmental Pollution . 2026. Т. 390. С. 127440.,Environmental Pollution,https://elibrary.ru/contents.asp?id=87941137,,
geoai,88129095,https://elibrary.ru/item.asp?id=88129095,RETRACTION NOTE: RESEARCH ON GEOSPATIAL TECHNOLOGY OPTIMIZATION BASED ON GEOAI MULTI-OBJECTIVE OPTIMIZATION,"Zhu Li., Li Sh., Zhou Qi., Liu Ju., Tian J.",12 Environmental Earth Sciences . 2025. Т. 84. № 23 . С. 679.,Environmental Earth Sciences,https://elibrary.ru/contents.asp?id=88097841,№ 23,https://elibrary.ru/contents.asp?id=88097841&selid=88129095
geoai,88155027,https://elibrary.ru/item.asp?id=88155027,"A HUMBLE PROPOSAL FOR GEOAI: EPISTEMOLOGY, METHODOLOGY, AND RELEVANCE IN CURB RAMP CLASSIFICATION",Deitz Sh.L.,13 The Canadian Geographer . 2025. Т. 69. № 4 . С. e70043.,The Canadian Geographer,https://elibrary.ru/contents.asp?id=85608546,№ 4,https://elibrary.ru/contents.asp?id=85608546&selid=88155027
geoai,88173242,https://elibrary.ru/item.asp?id=88173242,SPATIALIZING TRUST: A GEOAI-BASED MODEL FOR MAPPING DIGITAL TRUST ECOSYSTEMS IN MEDITERRANEAN SMART REGIONS,Epasto S.,14 ISPRS International Journal of Geo-Information . 2025. Т. 14. № 12 . С. 491.,ISPRS International Journal of Geo-Information,https://elibrary.ru/contents.asp?id=87161288,№ 12,https://elibrary.ru/contents.asp?id=87161288&selid=88173242
geoai,88059401,https://elibrary.ru/item.asp?id=88059401,"GEOAI-DRIVEN BUILDING FACADE CLASSIFICATION FOR URBAN PATTERN ANALYSIS: A CASE STUDY IN MURCIA, SPAIN","De La Cruz M., Martínez-Cuevas S., García-Aranda C., Morillo M.C.",15 Journal of Urban Management . 2025.,Journal of Urban Management,https://elibrary.ru/contents.asp?id=54870442,,
geoai,88513267,https://elibrary.ru/item.asp?id=88513267,TRENDS AND PROSPECTS OF SATELLITE REMOTE SENSING IN GEOAI,"Kobayashi Yu., Mori H., Yamanokuchi Ts.",16 Theory and Applications of GIS . 2025. Т. 33. № 3 . С. si-58-si-63.,Theory and Applications of GIS,https://elibrary.ru/contents.asp?id=88430142,№ 3,https://elibrary.ru/contents.asp?id=88430142&selid=88513267
geoai,88555440,https://elibrary.ru/item.asp?id=88555440,"3RD GEOAI FRONTIER FORUM: “APPLICATIONS OF AI IN GEOTECHNICAL ENGINEERING PRACTICE”, NOVEMBER 20, 2025","Huang J., Xie J.",17 Geodata and AI . 2025. Т. 5. С. 100048.,Geodata and AI,https://elibrary.ru/contents.asp?id=86646508,,
geoai,88592999,https://elibrary.ru/item.asp?id=88592999,INTEGRATING LANDSCAPE “SOURCE-TRANSPORT-SINK” MECHANISMS INTO GEOAI TO ENHANCE SURROGATE MODELING OF WATERSHED NUTRIENT LOADS,"Qi Z., Cai Ya., Ye Yu., Yang H., Cai Sh., Tan Q., Zhang S., Yang Zh.",18 Water Research . 2026. Т. 291. С. 125263.,Water Research,https://elibrary.ru/contents.asp?id=88197826,,
geoai,88543504,https://elibrary.ru/item.asp?id=88543504,"GEOAI: BEYOND MAPPING EARTH AND CITIES THROUGH EXPLAINABILITY, ADAPTABILITY, AND SUSTAINABILITY","Song Y., Biljecki F., Camps-Valls G., Atkinson P.M.",19 iScience . 2026. Т. 29. № 1 . С. 114407.,iScience,https://elibrary.ru/contents.asp?id=87136716,№ 1,https://elibrary.ru/contents.asp?id=87136716&selid=88543504
geoai,88637157,https://elibrary.ru/item.asp?id=88637157,"1ST GEOAI FRONTIER FORUM: “AI-DRIVEN INNOVATION FOR GEOTECHNICAL ENGINEERING”, 27 JUNE 2025",Gao L.,20 Geodata and AI . 2025. Т. 5. С. 100046.,Geodata and AI,https://elibrary.ru/contents.asp?id=86646508,,
geoai,88697696,https://elibrary.ru/item.asp?id=88697696,SPATIALLY EXPLICIT AND INTERPRETABLE GEOAI MODELS FOR UNDERSTANDING FACTORS CONTROLLING GROUNDWATER AVAILABILITY,"Razavi-Termeh S.V., Sadeghi-Niaraki A., Ali F., Pirasteh S., Shirmohammadi M., Choi S.Mi.",21 Journal of Hydrology . 2026. Т. 665. С. 134683.,Journal of Hydrology,https://elibrary.ru/contents.asp?id=88432604,,
geoai,89373253,https://elibrary.ru/item.asp?id=89373253,MODELING AND EXPLAINING PERCEIVED FEAR OF CRIME FROM STREET VIEW IMAGERY USING A GEOAI FRAMEWORK,"Kim S., Choi Ja., Kang Y.",22 ISPRS International Journal of Geo-Information . 2026. Т. 15. № 1 . С. 18.,ISPRS International Journal of Geo-Information,https://elibrary.ru/contents.asp?id=88322332,№ 1,https://elibrary.ru/contents.asp?id=88322332&selid=89373253
geoai,89433005,https://elibrary.ru/item.asp?id=89433005,GEOAI IN TEMPERATURE CORRECTION FOR RICE HEAT STRESS MONITORING WITH GEOSTATIONARY METEOROLOGICAL SATELLITES,"Luo H., Yang B., He L., Li Yu., Tang D., Wu H.",23 ISPRS International Journal of Geo-Information . 2026. Т. 15. № 1 . С. 31.,ISPRS International Journal of Geo-Information,https://elibrary.ru/contents.asp?id=88322332,№ 1,https://elibrary.ru/contents.asp?id=88322332&selid=89433005
geoai,89486049,https://elibrary.ru/item.asp?id=89486049,"LEVERAGING GEOAI FOR SPATIOTEMPORAL ANALYSIS OF LAND USE CHANGES AND MINING IMPACTS IN JHARIA COALFIELD, INDIA","Kumar A., Daimary R.",24 Discover Geoscience . 2026. Т. 4. № 1 . С. 26.,Discover Geoscience,https://elibrary.ru/contents.asp?id=89385162,№ 1,https://elibrary.ru/contents.asp?id=89385162&selid=89486049
geoai,89496305,https://elibrary.ru/item.asp?id=89496305,"SPATIOTEMPORAL ASSESSMENT OF URBAN GREEN SPACES USING VEGETATION INDICES AND GEOAI IN IBADAN, NIGERIA","Adesina A.U., Opayinka D.D.",25 Journal of Sustainable Research and Development . 2026. Т. 2. № 1 . С. 17-27.,Journal of Sustainable Research and Development,https://elibrary.ru/contents.asp?id=89402514,№ 1,https://elibrary.ru/contents.asp?id=89402514&selid=89496305
geoai,89586950,https://elibrary.ru/item.asp?id=89586950,MAPPING THE EMERGENCE: A BIBLIOMETRIC ANALYSIS OF THE CONVERGENCE GAP IN GEOAI TEACHER EDUCATION RESEARCH,"Semerikov S.O., Vakaliuk T.A., Mintii I.S., Bondarenko O.V., Kanevska O.B.",26 SN Computer Science . 2026. Т. 7. № 1 . С. 114.,SN Computer Science,https://elibrary.ru/contents.asp?id=88223085,№ 1,https://elibrary.ru/contents.asp?id=88223085&selid=89586950
geoai,89736180,https://elibrary.ru/item.asp?id=89736180,"GEOAI APPLICATIONS IN SMART CITIES: A SYSTEMATIC REVIEW ON TRANSPORTATION, BUILDING MODELS, AND NAVIGATION","Sevinç H.K., Açmalı Ş.S., Karaş İ.R., Ortakçı Ya., Demiral E., Ramaha N.","27 The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences . 2026. Т. XLVIII-4/W18-2025. С. 307-314.","The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",https://elibrary.ru/contents.asp?id=89569271,,
geoai,90012309,https://elibrary.ru/item.asp?id=90012309,TOPLU TAŞINMAZ DEĞERLEMESINE YÖNELIK MEKÂNSAL YAPAY ZEKÂ (GEOAI) ANALIZ ARAÇ PAKETININ GELIŞTIRILMESI,"Şişman S., Demirci B., Aydınoğlu A.Ç.",28 Journal of Geodesy and Geoinformation . 2026. Т. 13. № 1 . С. 49-74.,Journal of Geodesy and Geoinformation,https://elibrary.ru/contents.asp?id=87839483,№ 1,https://elibrary.ru/contents.asp?id=87839483&selid=90012309
geoai,90016195,https://elibrary.ru/item.asp?id=90016195,FUTURE WATER STRESS IN ARID LANDSCAPES PROJECTED WITH GEOAI,"Rahman M., Hossain Md.A., Rahman M., Patwary A.I., Rahman Md.M., Benaafi M., Aljundi I.H.",29 Theoretical and Applied Climatology . 2026. Т. 157. № 2 . С. 72.,Theoretical and Applied Climatology,https://elibrary.ru/contents.asp?id=89904760,№ 2,https://elibrary.ru/contents.asp?id=89904760&selid=90016195
geoai,90027710,https://elibrary.ru/item.asp?id=90027710,HISTORICAL GEOAI: THE PROMISE OF UNLOCKING ANALOG SPATIAL DATA,Dyke K.,30 Journal of Map and Geography Libraries . 2026. Т. 22. № 1 . С. 1-22.,Journal of Map and Geography Libraries,https://elibrary.ru/contents.asp?id=90027708,№ 1,https://elibrary.ru/contents.asp?id=90027708&selid=90027710
geoai,90027915,https://elibrary.ru/item.asp?id=90027915,NAVIGATING GEOAI: FEMINIST CRITIQUES FOR INFORMATION PROFESSIONALS,Chomintra M.,31 Journal of Map and Geography Libraries . 2026. Т. 22. № 1 . С. 67-82.,Journal of Map and Geography Libraries,https://elibrary.ru/contents.asp?id=90027708,№ 1,https://elibrary.ru/contents.asp?id=90027708&selid=90027915
geoai,90070988,https://elibrary.ru/item.asp?id=90070988,ADVANCING URBAN ANALYTICS: GEOAI APPLICATIONS IN SPATIAL DECISION-MAKING AND SUSTAINABLE CITIES,Avram S.,32 Urban Science . 2026. Т. 10. № 3 . С. 148.,Urban Science,https://elibrary.ru/contents.asp?id=89864413,№ 3,https://elibrary.ru/contents.asp?id=89864413&selid=90070988
geoai,90095920,https://elibrary.ru/item.asp?id=90095920,INDIVIDUAL STREET TREE DETECTION AND VITALITY ASSESSMENT USING GEOAI AND MULTI-SOURCE IMAGERY,"Kang Ye., Kang Y.",33 Smart Cities . 2026. Т. 9. № 2 . С. 31.,Smart Cities,https://elibrary.ru/contents.asp?id=89551540,№ 2,https://elibrary.ru/contents.asp?id=89551540&selid=90095920
geoai,90122155,https://elibrary.ru/item.asp?id=90122155,TOWARDS RESPONSIBLE GEOAI FRAMEWORKS FOR ETHICAL GOVERNANCE AND GLOBAL SUSTAINABILITY,"Mohamed-Ghouse Z.S., Pirasteh S., Chauhan L., Gartner G., Shirmohammadi M., Khonsari N.","34 Earth Systems, Resources, and Sustainability . 2025. Т. 1. № 1 . С. 18-31.","Earth Systems, Resources, and Sustainability",https://elibrary.ru/contents.asp?id=89590262,№ 1,https://elibrary.ru/contents.asp?id=89590262&selid=90122155
geoai,89836077,https://elibrary.ru/item.asp?id=89836077,GEOGRAPHC ARTIFICIAL INTELLIGENCE GEOAI DAN NATURAL LANGUAGE PROCESSING DALAM ANALISIS DATA SPATIAL,"Fahrudin E., Supriyatna S., Darmawan F.",35 Faktor Exacta . 2025. Т. 18. № 2 . С. 141.,Faktor Exacta,https://elibrary.ru/contents.asp?id=89835185,№ 2,https://elibrary.ru/contents.asp?id=89835185&selid=89836077
geoai,89878099,https://elibrary.ru/item.asp?id=89878099,"URBAN EXPANSION PREDICTION IN KARBALA CITY, IRAQ, INTEGRATING GEOAI AND AN ANN–CA MODEL",Hameed A.,36 Muthanna Journal of Engineering and Technology . 2026. Т. 14. № 01 . С. 54-68.,Muthanna Journal of Engineering and Technology,https://elibrary.ru/contents.asp?id=89735991,№ 01,https://elibrary.ru/contents.asp?id=89735991&selid=89878099
geoai,89886025,https://elibrary.ru/item.asp?id=89886025,USING ADVANCED GEOAI-BASED ENSEMBLE MIXED SPATIAL PREDICTION MODEL TO ESTIMATE AMBIENT AMMONIA,"Hsu Ch.Yu., Zeng Yu.T., Hsu Ch.W., Chen Y.W., Asri A.K., Wong P.Yi., Tsai Y.I., Wu Ch.Da.",37 Aerosol and Air Quality Research . 2026. Т. 26. № 1 . С. 11.,Aerosol and Air Quality Research,https://elibrary.ru/contents.asp?id=89846365,№ 1,https://elibrary.ru/contents.asp?id=89846365&selid=89886025
geoai,90000737,https://elibrary.ru/item.asp?id=90000737,DEVELOPMENT OF THE REAL ESTATE DATA PROCESSING MODEL BASED ON MODERN GEOAI APPROACHES,"Kobzan S., Pomortseva O., Pankiv V.",38 Technology Audit and Production Reserves . 2026. Т. 1. № 4(87) . С. 63-70.,Technology Audit and Production Reserves,https://elibrary.ru/contents.asp?id=89979413,№ 4(87),https://elibrary.ru/contents.asp?id=89979413&selid=90000737
geoai,90152241,https://elibrary.ru/item.asp?id=90152241,LINKING VULNERABILITY AND RESILIENCE FOR CLIMATE CHANGE ADAPTATION: A GEOAI-INTEGRATED ASSESSMENT ACROSS EUROPE,Bovkir R.,39 Ecological Processes . 2026. Т. 15. № 1 . С. 22.,Ecological Processes,https://elibrary.ru/contents.asp?id=89409508,№ 1,https://elibrary.ru/contents.asp?id=89409508&selid=90152241
geoai,90314441,https://elibrary.ru/item.asp?id=90314441,"A GEOAI-DRIVEN MULTI-CRITERIA LAND-USE SUITABILITY MODEL OF FLOOD-PRONE LAGOS, NIGERIA","Aniramu O., Iyanda O., Egenus Ch.D., John E.G., Orimoogunje O.",40 Land Use Policy . 2026. Т. 166. С. 108025.,Land Use Policy,https://elibrary.ru/contents.asp?id=90288898,,
geoai,90524670,https://elibrary.ru/item.asp?id=90524670,GEOAI EDITORIAL VOLUME 6: FIRST ANNIVERSARY OF GEODATA AND AI,,41 Geodata and AI . 2026. Т. 6. С. 100067.,Geodata and AI,https://elibrary.ru/contents.asp?id=90106126,,
geoai,90536734,https://elibrary.ru/item.asp?id=90536734,"GEOAI AND MULTIMODAL GEOSPATIAL DATA FUSION FOR INCLUSIVE URBAN MOBILITY: METHODS, APPLICATIONS, AND FUTURE DIRECTIONS","Kiros A., Ribakov Yu., Klein I., Cohen A.",42 Urban Science . 2026. Т. 10. № 4 . С. 193.,Urban Science,https://elibrary.ru/contents.asp?id=90287523,№ 4,https://elibrary.ru/contents.asp?id=90287523&selid=90536734
geoai,90800118,https://elibrary.ru/item.asp?id=90800118,"4TH GEOAI FRONTIER FORUM: “GENERATIVE AI FOR INFRASTRUCTURE ENGINEERING SECTION”, 27 JANUARY 2026","Li L., Zhan W.",43 Geodata and AI . 2026. С. 100079.,Geodata and AI,https://elibrary.ru/contents.asp?id=74636436,,
geoai,90846352,https://elibrary.ru/item.asp?id=90846352,"A GEOAI FRAMEWORK FOR DETECTING RISK ZONES FROM ILLEGAL DUMPING SITES IN KHULNA, BANGLADESH","Das S., Morshed Md.M.",44 PLoS ONE . 2026. Т. 21. № 3 . С. e0345178.,PLoS ONE,https://elibrary.ru/contents.asp?id=89151514,№ 3,https://elibrary.ru/contents.asp?id=89151514&selid=90846352
geoai,90870740,https://elibrary.ru/item.asp?id=90870740,GEOAI-SUPPORTED EARLY WARNING SYSTEMS FOR EXTREME WEATHER EVENTS AND THEIR IMPLICATIONS IN INDIA,"Balaselvakumar S., Hemavarthinii Sb.","45 International Journal of Geography, Geology and Environment . 2026. Т. 8. № 4 . С. 16-27.","International Journal of Geography, Geology and Environment",https://elibrary.ru/contents.asp?id=90187340,№ 4,https://elibrary.ru/contents.asp?id=90187340&selid=90870740
geoai,90880526,https://elibrary.ru/item.asp?id=90880526,GEOAI: A PYTHON PACKAGE FOR INTEGRATING ARTIFICIAL INTELLIGENCE WITH GEOSPATIAL DATA ANALYSIS AND VISUALIZATION,Wu Q.,46 Journal of Open Source Software . 2026. Т. 11. № 118 . С. 9605.,Journal of Open Source Software,https://elibrary.ru/contents.asp?id=89659466,№ 118,https://elibrary.ru/contents.asp?id=89659466&selid=90880526
geoai,90886359,https://elibrary.ru/item.asp?id=90886359,A GEOAI-DRIVEN AND DECISION-ORIENTED METHODOLOGY FOR MULTI-HAZARD EARLY WARNING SYSTEM DEVELOPMENT,"Lu Q., Wen J., Yan J., Wang Ya., Chen H.",47 International Journal of Disaster Risk Science . 2026.,International Journal of Disaster Risk Science,https://elibrary.ru/contents.asp?id=54860989,,
geoai,91099588,https://elibrary.ru/item.asp?id=91099588,SPATIAL PATTERN AND DRIVING MECHANISMS OF ICH SOUNDSCAPE IN JILIN: A GEOAI FRAMEWORK FOR CULTURAL SUSTAINABILITY,"Fan Yu., Tian J., Sun D., Li Sh., Liu M., Ji Q., Yin W.",48 npj Heritage Science . 2026. Т. 14. № 1 . С. 281.,npj Heritage Science,https://elibrary.ru/contents.asp?id=89387979,№ 1,https://elibrary.ru/contents.asp?id=89387979&selid=91099588
geoai,91113989,https://elibrary.ru/item.asp?id=91113989,A FOUNDATION-MODEL GEOAI FRAMEWORK FOR CONTINUOUS HEAT AND HEALTH RISK MAPPING,Johnson D.P.,49 Frontiers in Environmental Science . 2026. Т. 14. С. 1770260.,Frontiers in Environmental Science,https://elibrary.ru/contents.asp?id=89522264,,
geoai,91325165,https://elibrary.ru/item.asp?id=91325165,CHAIN-OF-THOUGHT ICL FOR GEOAI: BREAKING THE HARDNESS BARRIER,Hawarey M.,50 AIR Journal of Mathematics and Computational Sciences . 2026. Т. 2026.,AIR Journal of Mathematics and Computational Sciences,https://elibrary.ru/contents.asp?id=90590825,,
geoai,91327592,https://elibrary.ru/item.asp?id=91327592,IDENTIFYING OPPORTUNITIES FOR INTEGRATING STEM AND GEOAI TECHNOLOGIES INTO GEOGRAPHIC EDUCATION,"Laiskhanov Sh., Seminar Ye.",51 Frontiers in Education . 2026. Т. 11.,Frontiers in Education,https://elibrary.ru/contents.asp?id=89217348,,
geoai,91350852,https://elibrary.ru/item.asp?id=91350852,GEOAI: AI-DRIVEN MODEL FOR LAND ASSESSMENT AND RISK PREDICTION,Chandrika Dr.G.N.,52 International Journal for Research in Applied Science and Engineering Technology . 2026. Т. 14. № 4 . С. 4855-4864.,International Journal for Research in Applied Science and Engineering Technology,https://elibrary.ru/contents.asp?id=90189788,№ 4,https://elibrary.ru/contents.asp?id=90189788&selid=91350852
geoai,91354039,https://elibrary.ru/item.asp?id=91354039,PENERAPAN GEOAI BERBASIS MASK R-CNN UNTUK DETEKSI KENDARAAN PADA CITRA ORTHOPHOTO KAWASAN PERKOTAAN,"Septyana D., Andresi B., Agustina N.S.",53 RUANG : JURNAL ARSITEKTUR . 2026. Т. 20. № 1 . С. 69-85.,RUANG : JURNAL ARSITEKTUR,https://elibrary.ru/contents.asp?id=91209052,№ 1,https://elibrary.ru/contents.asp?id=91209052&selid=91354039
geoai,91492771,https://elibrary.ru/item.asp?id=91492771,HIGH-RESOLUTION GEOAI FRAMEWORK FOR AUTOMATED RUTTING DEPTH PREDICTION ON LOGGING TRAILS USING TRANSRAUNET AND LIDAR,"Abdi O., Uusitalo J.",54 Computers and Electronics in Agriculture . 2026. Т. 245. С. 111547.,Computers and Electronics in Agriculture,https://elibrary.ru/contents.asp?id=90029049,,
geoai,81913443,https://elibrary.ru/item.asp?id=81913443,GEOAI DATASET FOR URBAN WATER BODY DETECTION USING TERRASAR-X SATELLITE RADAR IMAGERY,"Lee Eu.Ru., Jung Ju.H., Kim Ki.Ch., Yu S.Ja., Jung H.S.",55 Geo Data . 2024. Т. 6. № 4 . С. 435-450.,Geo Data,https://elibrary.ru/contents.asp?id=80991951,№ 4,https://elibrary.ru/contents.asp?id=80991951&selid=81913443
geoai,80222927,https://elibrary.ru/item.asp?id=80222927,ASSESSING OFFSHORE OIL SPILLS USING REMOTE SENSING AND GEOSPATIAL ARTIFICIAL INTELLIGENCE (GEOAI): A SYSTEMATIC LITERATURE REVIEW,"Alva A.I., Rodríguez C.",56 Ingenierie des Systemes d'Information . 2024. Т. 29. № 6 . С. 2105-2113.,Ingenierie des Systemes d'Information,https://elibrary.ru/contents.asp?id=80090868,№ 6,https://elibrary.ru/contents.asp?id=80090868&selid=80222927
geoai,81045545,https://elibrary.ru/item.asp?id=81045545,GEOAI DATASET FOR TRAINING A DEEP LEARNING-BASED GEMS SNOW DETECTION MODEL,"Yu J.W., Jung Ju.H., Kang K.H., Lee Y.Mi., Jung H.S.",57 Geo Data . 2024. Т. 6. № 4 . С. 552-560.,Geo Data,https://elibrary.ru/contents.asp?id=80991951,№ 4,https://elibrary.ru/contents.asp?id=80991951&selid=81045545
geoai,81056881,https://elibrary.ru/item.asp?id=81056881,GEOAI BENCHMARK EXAMPLE BM/FOOTINGDESIGN/1/2024,"Cai Y., Phoon K.K.",58 Geodata and AI . 2024. Т. 1. С. 100002.,Geodata and AI,https://elibrary.ru/contents.asp?id=74636437,,
geoai,81149133,https://elibrary.ru/item.asp?id=81149133,UNLOCKING THE POTENTIAL OF GEOAI: A PATH TO ADDRESSING GLOBAL CHALLENGES ACROSS MULTIPLE DISCIPLINES,"Borase S.J., Baviskar S.R., Nigale Ch.B., Shendge L.S.",59 ShodhKosh: Journal of Visual and Performing Arts . 2024. Т. 5. № 4 .,ShodhKosh: Journal of Visual and Performing Arts,https://elibrary.ru/contents.asp?id=73559410,№ 4,https://elibrary.ru/contents.asp?id=73559410&selid=81149133
geoai,81174023,https://elibrary.ru/item.asp?id=81174023,GEOAI DATASET FOR URBANIZED AREA SEGMENTATION FROM LANDSAT 8/9 SATELLITE IMAGERY AND GEMS,"Gong S.H., Jung H.S., Kim G.H., Han G.H., Choi Il.H., Hong J.S.",60 Geo Data . 2024. Т. 6. № 4 . С. 478-486.,Geo Data,https://elibrary.ru/contents.asp?id=80991951,№ 4,https://elibrary.ru/contents.asp?id=80991951&selid=81174023
geoai,80590989,https://elibrary.ru/item.asp?id=80590989,СОЗДАНИЕ КОМПЛЕКСНОГО ГЕОГРАФИЧЕСКОГО АТЛАСА АЛТАЙСКОГО КРАЯ С ПРИМЕНЕНИЕМ ЭЛЕМЕНТОВ ГЕОПРОСТРАНСТВЕННОГО ИСКУССТВЕННОГО ИНТЕЛЛЕКТА (GEOAI),Ротанова И.Н.,61 НИР: грант № 25-27-20054. Российский научный фонд. 2025.,,,,
geoai,80994738,https://elibrary.ru/item.asp?id=80994738,GEOAI-ENHANCED COMMUNITY DETECTION ON SPATIAL NETWORKS WITH GRAPH DEEP LEARNING,"Liang Yu., Zhu J., Ye W., Gao S.","62 Computers, Environment and Urban Systems . 2025. Т. 117. С. 102228.","Computers, Environment and Urban Systems",https://elibrary.ru/contents.asp?id=80749748,,
geoai,81299060,https://elibrary.ru/item.asp?id=81299060,THEORETICAL INSIGHTS INTO ARTIFICIAL INTELLIGENCE APPLICATIONS IN HUMAN GEOGRAPHY AND SPATIAL MANAGEMENT (GEOAI),Rudewicz Ja.,63 European Research Studies Journal . 2024. Т. XXVII. № 4 . С. 973-984.,European Research Studies Journal,https://elibrary.ru/contents.asp?id=81029106,№ 4,https://elibrary.ru/contents.asp?id=81029106&selid=81299060
geoai,74156426,https://elibrary.ru/item.asp?id=74156426,PERFORMANCE EVALUATION OF GEOAI-BASED APPROACH FOR PATH LOSS PREDICTION IN CELLULAR COMMUNICATION NETWORKS,"Perihanoglu G.M., Karaman H.",64 Wireless Personal Communications . 2024. Т. 138. № 2 . С. 1211-1246.,Wireless Personal Communications,https://elibrary.ru/contents.asp?id=73955542,№ 2,https://elibrary.ru/contents.asp?id=73955542&selid=74156426
geoai,74423754,https://elibrary.ru/item.asp?id=74423754,"COASTAL WATER QUALITY DYNAMICS OF THE RED SEA, SOUTHEAST COAST OF EGYPT USING GEOAI AND CHATGPT","Aziz M.A., El-Zeiny A., Hassan F.M., Naguib D.M.",65 Journal of African Earth Sciences . 2024. Т. 219. С. 105409.,Journal of African Earth Sciences,https://elibrary.ru/contents.asp?id=69012750,,
geoai,71993922,https://elibrary.ru/item.asp?id=71993922,GEOAI IN THE US GEOLOGICAL SURVEY FOR TOPOGRAPHIC MAPPING,"Usery E.L., Arundel S.T., Shavers E., Stanislawski L., Thiem Ph., Varanka D.",66 Transactions in GIS . 2022. Т. 26. № 1 . С. 25-40.,Transactions in GIS,https://elibrary.ru/contents.asp?id=58342145,№ 1,https://elibrary.ru/contents.asp?id=58342145&selid=71993922
